VannKraftverkID,Navn,VannKVType,VannKVTypeID,HovedEier,HovedEier_OrgNr,Fylke,FylkesNr,Kommune,KommuneNr,ForsteUtnyttelseAvFalletDato,DatoForEldsteKraftproduserendeDel,MaksYtelse,MidProd_91_20,BruttoFallhoyde_M,Slukeevne,EnEkv,ElspotomraadeNummer,RegineNr,ErIDrift,IDriftDato,Konsesjoner,Kraftverkstatus,NVEOmraadeID,NVEOmraadeNavn,Nedborsfeltnavn,SPPunkt,SPSone,UnderBygging,UteAvDrift,VassdragsOmraadeID,VassdragsOmraadeNavn
210,Kongsfjord,Kraftverk,K,PASVIK KRAFT AS,982795745,Finnmark,56,Berlevåg,30,1946,2007,4.4,18.369,70.5,7.28,0.167,4,236.AA4Z,True,2007-01-01T00:00:00,"[{'KdbID': 319, 'Tittel': 'Kongsfjordvassdraget - bruksrett og fornyet reguleringskonsesjon'}, {'KdbID': 3038, 'Tittel': 'Kongsfjordvassdraget - endring vilkår reg./overf. 1994'}]",Idrift,,,Kongsfjordvassdraget,02,913,False,,12,NVE - område: 12
812,Kongsfoss,Kraftverk,K,MODUM KRAFTPRODUKSJON KF,971030674,Buskerud,33,Modum,16,1920,2004,2.9,11.405,14.65,22.5,0.036,1,012.BA22,True,2004-05-01T00:00:00,"[{'KdbID': 3314, 'Tittel': 'Nytt Kongsfoss kraftverk'}]",Idrift,,,Drammensvassdraget,,043,False,,1,NVE - område: 1
211,Kongsmarka,Kraftverk,K,LOFOTKRAFT PRODUKSJON AS,987081414,Nordland,18,Vågan,65,1920,1920,2.5,9.79,196.0,1.5,0.462,4,179.4B,True,1920-01-01T00:00:00,"[{'KdbID': 1964, 'Tittel': 'Opprusting Kongsmarka Kraftstasjon'}]",Idrift,,,Kongselva,41,751,False,,11,NVE - område: 11
212,Kongsvinger,Kraftverk,K,HAFSLUND KRAFT AS,976894677,Innlandet,34,Kongsvinger,01,1975,1975,42.7,181.653,10.25,510.0,0.023,1,002.F1,True,1975-07-01T00:00:00,"[{'KdbID': 55, 'Tittel': 'Erverv og ekspr. for bygging av Kongsvinger kr.v. - Ytterl. erverv'}, {'KdbID': 396, 'Tittel': 'Erverv, ekspropr. m.v. for bygging av Kongsvinger kraftverk'}, {'KdbID': 4850, 'Tittel': 'Utvidelse av Kongsvinger kraftverk - Nytt aggregat'}]",Idrift,,,Glommavassdraget,24,004,False,,1,NVE - område: 1
213,Kopa,Kraftverk,K,TUSSA ENERGI AS,876795442,Møre og Romsdal,15,Volda,77,1937,1937,2.6,16.049,83.3,3.5,0.189,3,094.4D,True,1937-01-01T00:00:00,"[{'KdbID': 2483, 'Tittel': 'Ervervskonsesjon på Kopa og Kolfossen'}, {'KdbID': 7397, 'Tittel': 'Revisjon av konsesjonsvilkår - regulering av Mørevassdraget'}]",Idrift,,,Austefjordvassdraget,02,394,False,,8,NVE - område: 8
1144,Koparvike,Kraftverk,K,KOPARVIKE KRAFT AS,984867301,Innlandet,34,Sør-Aurdal,49,2003,2003,0.5,3.445,5.1,12.7,,1,012.J20,True,2003-09-09T00:00:00,"[{'KdbID': 2883, 'Tittel': 'Koparvike minikraftverk'}]",Idrift,,,Drammensvassdraget,,043,False,,1,NVE - område: 1
924,Krogseth,Kraftverk,K,,,Møre og Romsdal,15,Rauma,39,1997,1997,0.015,0.05,,,,3,103.640,True,1997-01-01T00:00:00,[],Idrift,,,KYSTFELT,,999,False,,8,NVE - område: 8
1580,Krogstadelva,Kraftverk,K,NORDIC POWER AS,914341183,Troms,55,Bardu,20,2012,2012,4.7,9.954,208.5,3.08,0.424,4,196.AB2Z,True,2012-10-15T00:00:00,"[{'KdbID': 4880, 'Tittel': 'Krogstadelva kraftverk'}]",Idrift,,,Målselvvassdraget,22,791,False,,11,NVE - område: 11
1416,Kroka,Kraftverk,K,ODDBJØRN KROKA,990146225,Vestland,46,Kvinnherad,17,2008,2008,0.47,1.4,125.0,0.5,0.278,2,046.22Z,True,2008-09-30T00:00:00,"[{'KdbID': 4698, 'Tittel': 'Krokakraft minikraftverk'}]",Idrift,,,Krokaelva,,999,False,,5,NVE - område: 5
1474,Krokevatn,Kraftverk,K,EVINY FORNYBAR AS,876944642,Vestland,46,Høyanger,38,2009,2009,3.3,12.53,78.0,5.0,0.183,5,067.3DB2,True,2009-10-15T00:00:00,"[{'KdbID': 5344, 'Tittel': 'Krokevatn kraftverk'}]",Idrift,,,Matrevassdraget,03,266,False,,6,NVE - område: 6
216,Krokvatn,Kraftverk,K,LOFOTKRAFT PRODUKSJON AS,987081414,Nordland,18,Moskenes,74,1951,1951,2.0,13.001,344.0,0.8,0.694,4,181.4Z,True,1951-01-01T00:00:00,"[{'KdbID': 938, 'Tittel': 'Erv. Tennesfoss og Krokfoss samt reg. Tennesvatn og Krokvatn'}, {'KdbID': 1241, 'Tittel': 'Erverv av Tennesfossen, reg. Tennesvatn og Krokvatn'}, {'KdbID': 1307, 'Tittel': 'Erverv av Krokfossen i Moskenes.'}, {'KdbID': 1845, 'Tittel': 'Erv. fall/overf. av reg.kons. i Tennes- Krokfoss- og Solbjørnv.'}]",Idrift,,,Tenneselva,11,754,False,,11,NVE - område: 11
2046,Krossdalselvi,Kraftverk,K,KROSSDALSELVI KRAFT AS,921045468,Vestland,46,Ullensvang,18,2023,2023,5.8,18.0,150.2,4.5,0.358,5,047.2B5,True,2023-05-30T00:00:00,"[{'KdbID': 6377, 'Tittel': 'Krossdalselvi kraftverk'}]",Idrift,,,Jondalselvi,05,208,False,,6,NVE - område: 6
1183,Krutlet,Kraftverk,K,,,Rogaland,11,Sandnes,08,1999,1999,0.045,0.033,,,,2,030.42Z,True,1999-01-01T00:00:00,"[{'KdbID': 2014, 'Tittel': 'Mikrokraftverk Forsandåna'}]",Idrift,,,Forsandåna,,999,False,,4,NVE - område: 4
1269,Krutvatnet,Kraftverk,K,,,Nordland,18,Hattfjelldal,26,2002,2002,0.01,0.08,,,,4,155.D7A,True,2002-01-01T00:00:00,"[{'KdbID': 3174, 'Tittel': 'Mikrokraftverk i Krutvatnet'}]",Idrift,,,Røssåga,,999,False,,10,NVE - område: 10
1361,Kråkenes,Kraftverk,K,SMÅKRAFT USPP 1 AS,928613313,Vestland,46,Sunnfjord,47,2007,2007,2.16,6.437,294.0,0.83,0.702,3,084.612Z,True,2007-08-28T00:00:00,"[{'KdbID': 4218, 'Tittel': 'Kråkenes kraftverk'}]",Idrift,,,Kråkeneselva,,999,False,,13,NVE - område: 13
217,Kuli,Kraftverk,K,Å ENERGI VANNKRAFT AS,882973972,Agder,42,Sirdal,28,1966,1966,6.0,28.775,163.5,4.8,0.347,2,026.DE,True,1966-01-01T00:00:00,"[{'KdbID': 1075, 'Tittel': 'Reg. av Kulivatn i Finsåvassdraget'}, {'KdbID': 6758, 'Tittel': 'Revisjon av konsesjonsvilkår - Finså'}]",Idrift,,,Sira,45,132,False,,4,NVE - område: 4
1772,Kulu,Kraftverk,K,LHI SOLARWIND HYDRO KULU 2642 AS,891936532,Buskerud,33,Ål,28,2014,2014,2.88,7.09,233.5,1.45,0.552,5,012.CF422,True,2014-06-16T00:00:00,"[{'KdbID': 5377, 'Tittel': 'Kulu kraftverk'}]",Idrift,,,Drammensvassdraget,77,043,False,,2,NVE - område: 2
1902,Kupe,Kraftverk,K,KUPE KRAFTVERK AS,988228982,Vestland,46,Kinn,02,2017,2017,3.2,7.693,323.9,1.15,0.773,3,085.610,True,2017-05-24T00:00:00,"[{'KdbID': 4879, 'Tittel': 'Kupe kraftverk (Storelva)'}]",Idrift,,,KYSTFELT,01,354,False,,13,NVE - område: 13
2041,Kupekraft,Kraftverk,K,KUPEKRAFT AS,922953244,Vestland,46,Sunnfjord,47,2022,2022,7.6,24.188,435.0,2.1,1.005,3,084.E4C,True,2022-08-08T00:00:00,"[{'KdbID': 5649, 'Tittel': 'Kupekraft kraftverk'}]",Idrift,,,Jølstra,,346,False,,13,NVE - område: 13
218,Kuråsfoss,Kraftverk,K,REN RØROS STRØM AS,919884428,Trøndelag,50,Røros,25,1952,1952,10.6,63.215,48.0,27.5,0.107,1,002.R62,True,1952-04-06T00:00:00,"[{'KdbID': 628, 'Tittel': 'Erverv av Kuråsfallene mv. - Endring av vilkår'}, {'KdbID': 789, 'Tittel': 'Erverv av Kuråsfossen og Kuråsfallene m.v.'}, {'KdbID': 1334, 'Tittel': 'Innløsning og erverv av fall i Kuråsfallene.'}, {'KdbID': 1942, 'Tittel': 'Inntaksdam for Kuråsfoss kraftverk 2'}]",Idrift,,,Glommavassdraget,68,004,False,,1,NVE - område: 1
1510,Kvalvaag,Kraftverk,K,KVALVAAG VANN OG KRAFT AS,892333912,Møre og Romsdal,15,Gjemnes,57,2010,2010,0.5,1.235,150.0,0.45,,3,109.11A,True,2010-04-22T00:00:00,"[{'KdbID': 4217, 'Tittel': 'Kvalvaag minikraftverk'}]",Idrift,,,Kvalvågelva,,999,False,,8,NVE - område: 8
1877,Kvamselva,Kraftverk,K,SMÅKRAFT GREEN BOND 2 AS,825750932,Vestland,46,Sunnfjord,47,2016,2016,2.67,8.39,247.0,1.3,0.571,3,083.2Z,True,2016-06-09T00:00:00,"[{'KdbID': 4882, 'Tittel': 'Kvamselva kraftverk'}]",Idrift,,,Fauskeelva,,999,False,,13,NVE - område: 13
1589,Kvangreelva,Kraftverk,K,KVANGREELVA KRAFTVERK AS,993021180,Vestland,46,Kinn,02,2012,2012,0.48,2.814,238.0,0.25,0.533,3,085.4E,True,2012-03-29T00:00:00,"[{'KdbID': 2886, 'Tittel': 'Minikraftverk Grøndalen'}]",Idrift,,,Solheimsvassdraget,,345,False,,13,NVE - område: 13
219,Kvanndal,Kraftverk,K,LYSE KRAFT DA,925749419,Rogaland,11,Suldal,34,1967,1967,40.0,188.909,314.0,14.98,0.74,2,036.BBA,True,1967-01-01T00:00:00,"[{'KdbID': 916, 'Tittel': 'Overføring av Havreåi m.v. i Røldal-Suldalvassdragene'}, {'KdbID': 1052, 'Tittel': 'Reg. av Røldal-Suldalsvassdraget - Planendring'}, {'KdbID': 8571, 'Tittel': 'Revisjon av konsesjonsvilkår - Røldal-Suldalsvassdragene'}]",Idrift,,,Suldalsvassdraget,22,166,False,,3,NVE - område: 3
1492,Kvannvatn,Kraftverk,K,KVANNVATN KRAFT AS,882370542,Nordland,18,Rana,33,2008,2008,5.1,21.43,301.0,2.23,0.635,4,156.D2A,True,2008-06-23T00:00:00,"[{'KdbID': 4094, 'Tittel': 'Reg. av Kvannevann og utvidelse av Sagelva 1 og 2'}, {'KdbID': 7264, 'Tittel': 'Endring av sagelva, Sagelva 2 og Kvannvatnet kraftverk'}]",Idrift,,,Ranavassdraget,,655,False,,10,NVE - område: 10
220,Kvarv,Kraftverk,K,ISE ENTREPRENØR AS,914385342,Nordland,18,Sørfold,45,1987,1987,2.2,7.286,238.8,1.2,0.509,4,166.6A,True,1987-01-01T00:00:00,"[{'KdbID': 6741, 'Tittel': 'Oppgradering av aggregat i Kvarv kraftverk '}]",Idrift,,,Kvarvelva,01,712,False,,10,NVE - område: 10
1507,Kvassteinåga,Kraftverk,K,SMÅKRAFT AS,984616155,Nordland,18,Vefsn,24,2011,2011,4.33,12.288,156.6,3.28,0.367,4,155.3A,True,2011-08-25T00:00:00,"[{'KdbID': 5550, 'Tittel': 'Kvassteinåga kraftverk'}]",Idrift,,,Kvassteinåga,01,647,False,,10,NVE - område: 10
1581,Kveaså,Kraftverk,K,SMÅKRAFT AS,984616155,Agder,42,Valle,21,2011,2011,5.4,9.725,369.0,1.7,0.882,2,021.F3,True,2011-11-01T00:00:00,"[{'KdbID': 2548, 'Tittel': 'Kveasåni småkraftverk'}]",Idrift,,,Otra,25,115,False,,4,NVE - område: 4
1776,Kvemma,Kraftverk,K,KVEMMA KRAFT AS,911959178,Vestland,46,Lærdal,42,2015,2015,5.0,12.258,540.0,1.1,1.263,5,073.B5,True,2015-06-30T00:00:00,"[{'KdbID': 6106, 'Tittel': 'Kvemma kraftverk'}]",Idrift,,,Lærdalsvassdraget,10,298,False,,2,NVE - område: 2
1071,Kvemma minikraftverk,Kraftverk,K,,,Vestland,46,Lærdal,42,2004,2004,0.232,0.771,,,,5,073.AAB,True,2004-01-01T00:00:00,"[{'KdbID': 3890, 'Tittel': 'Minikraftverk i Kvemma'}]",Idrift,,,Lærdalsvassdraget,,298,False,,2,NVE - område: 2
1314,Kvennhusbekken,Kraftverk,K,,,Trøndelag,50,Stjørdal,35,2004,2004,0.004,0.02,,,,3,124.A2Z,True,2004-01-01T00:00:00,"[{'KdbID': 2560, 'Tittel': 'Mikrokraftverk i Kvennbekken'}]",Idrift,,,Stjørdalsvassdraget,,999,False,,9,NVE - område: 9
1031,Kvennhusåi,Kraftverk,K,KVENNHUSÅI KRAFTVERK AS,979490364,Telemark ,40,Seljord,22,1999,1999,0.995,3.029,213.0,0.575,,2,016.CC3Z,True,1999-03-20T00:00:00,"[{'KdbID': 2120, 'Tittel': 'Minikraftverk i Kvennhusåi'}]",Idrift,,,Skiensvassdraget,,078,False,,3,NVE - område: 3
1042,Kvennhølet,Kraftverk,K,,,Buskerud,33,Rollag,36,2003,2003,0.014,0.063,,,,1,015.G3,True,2003-01-01T00:00:00,"[{'KdbID': 3551, 'Tittel': 'Kvennhølet mikrokraftverk'}]",Idrift,,,Numedalslågen,,999,False,,1,NVE - område: 1
1069,Kvernerud,Kraftverk,K,KONGSBERG ENERGISELSKAP AS,863956692,Buskerud,33,Kongsberg,03,1917,2008,0.53,2.079,54.1,1.2,0.116,1,015.C6A,True,2008-06-01T00:00:00,"[{'KdbID': 9036, 'Tittel': 'Kvernrud kraftverk utvidelse'}]",Idrift,,,Numedalslågen,,073,False,,1,NVE - område: 1
221,Kvernfallet,Kraftverk,K,HAFSLUND KRAFT AS,976894677,Innlandet,34,Åmot,22,1936,1936,1.1,3.823,18.0,7.44,0.041,1,002.JBA32,True,1936-11-15T00:00:00,"[{'KdbID': 492, 'Tittel': 'Erverv av Osfallet og Kvernefallet i Aamodt'}]",Idrift,,,Glommavassdraget,50,004,False,,1,NVE - område: 1
1975,Kvernfossen,Kraftverk,K,KVERNFOSSEN KRAFT AS,996632326,Vestland,46,Hyllestad,37,2021,2021,1.9,9.067,26.0,9.0,0.059,3,080.4D,True,2021-06-02T00:00:00,"[{'KdbID': 6195, 'Tittel': 'Kvernfossen kraftverk'}]",Idrift,,,Lølandselva,11,331,False,,13,NVE - område: 13
1297,Kvernhusbekken,Kraftverk,K,,,Trøndelag,50,Steinkjer,06,2007,2007,0.07,0.064,245.0,0.04,,3,129.2Z,True,2007-04-18T00:00:00,"[{'KdbID': 3978, 'Tittel': 'Kveinhusbekken mikrokraftverk'}]",Idrift,,,Mollelva,,999,False,,9,NVE - område: 9
1903,Kvernhusdalsbekken,Kraftverk,K,MYKLAND OLE ALBERT,974401118,Agder,42,Iveland,18,2005,2005,0.099,0.524,,,,2,021.A72,True,2005-01-01T00:00:00,"[{'KdbID': 2055, 'Tittel': 'Mikrokraftverk i Kvennhusdalsbekken'}]",Idrift,,,Otra,,115,False,,4,NVE - område: 4
909,Kvernhuselva,Kraftverk,K,KVERNHUSELVA MINIKRAFTVERK AS,980704475,Vestland,46,Askvoll,45,2000,2000,0.32,1.126,,,,3,084.5B,True,2000-01-01T00:00:00,"[{'KdbID': 2914, 'Tittel': 'Minikraftverk i Kvernuselva'}]",Idrift,,,Skorveelva,,344,False,,13,NVE - område: 13
2038,Kvernhuselva,Kraftverk,K,SMÅKRAFT USPP 1 AS,928613313,Vestland,46,Gulen,35,2021,2021,3.83,10.666,370.76,1.2,0.887,5,069.3A2,True,2021-12-28T00:00:00,"[{'KdbID': 4504, 'Tittel': 'Kvernhuselva kraftverk'}]",Idrift,,,Fjordselva,,999,False,,6,NVE - område: 6
875,Kvernhusfossen,Kraftverk,K,,,Telemark ,40,Kragerø,14,1993,1993,0.011,0.027,24.0,,,2,017.3Z,True,1993-01-01T00:00:00,[],Idrift,,,Kjølbrønnselva,,999,False,,3,NVE - område: 3
943,Kvernhusfossen,Kraftverk,K,KVERNHUSFOSS KRAFTVERK AS,976627172,Vestland,46,Sunnfjord,47,1997,1997,0.1424,1.138,,,,3,083.F,True,1997-01-01T00:00:00,"[{'KdbID': 2602, 'Tittel': 'Minikraftverik Grøneng'}]",Idrift,,,Gaularvassdraget,,337,False,,13,NVE - område: 13
2075,Kvernhusfossen,Kraftverk,K,TERRÅK KRAFTVERK AS,926308661,Nordland,18,Bindal,11,2021,2021,2.1,6.412,27.0,9.0,0.065,4,144.4A,True,2021-12-17T00:00:00,"[{'KdbID': 8035, 'Tittel': 'Kvernhusfossen småkraftverk'}]",Idrift,,,Terråkelva,01,607,False,,10,NVE - område: 10
1745,Kverninga,Kraftverk,K,KVERNINGA KRAFTVERK AS,929537157,Innlandet,34,Rendalen,24,2013,2013,2.832,7.459,310.0,1.1,0.715,1,002.JE7Z,True,2013-09-26T00:00:00,"[{'KdbID': 5535, 'Tittel': 'Kverninga kraftverk'}]",Idrift,,,Glommavassdraget,65,004,False,,1,NVE - område: 1
1435,Kvernstad,Kraftverk,K,KVERNSTAD KRAFT AS,989761927,Trøndelag,50,Orkland,59,2008,2008,2.75,9.119,280.5,1.15,0.664,3,119.11Z,True,2008-11-03T00:00:00,"[{'KdbID': 3028, 'Tittel': 'Kvernstad kraftverk'}, {'KdbID': 5406, 'Tittel': 'Kvernstad Kraft -  planendringssøknad'}]",Idrift,,,Haugelva,01,479,False,,8,NVE - område: 8
974,Kvernstufossen,Kraftverk,K,AKERSHUS MILJØKRAFT AS,982910013,Akershus,32,Gjerdrum,30,1997,1997,0.5,1.406,,,,1,002.CAAA0,True,1997-01-01T00:00:00,[],Idrift,,,Glommavassdraget,,004,False,,1,NVE - område: 1
1890,Kvernåi,Kraftverk,K,SMÅKRAFT AS,984616155,Innlandet,34,Lesja,32,2017,2017,2.83,6.062,366.3,0.9,0.873,3,002.DK0,True,2017-05-04T00:00:00,"[{'KdbID': 5984, 'Tittel': 'Kvernåi kraftverk'}, {'KdbID': 7725, 'Tittel': 'Kvernåi kraftverk - planendring, endra inntaksplassering'}]",Idrift,,,Glommavassdraget,,004,False,,8,NVE - område: 8
222,Kvilldal,Kraftverk,K,STATKRAFT ENERGI AS,987059729,Rogaland,11,Suldal,34,1981,1981,1240.0,3230.895,536.5,263.33,1.307,2,036.B121,True,1981-12-11T00:00:00,"[{'KdbID': 479, 'Tittel': 'Statsreg. for utb. av Ulla-Førrevassdragene - Reguleringsbest. m.v.'}, {'KdbID': 698, 'Tittel': 'Ulla-Førrevassdragene , Statsregulering , Planendring'}, {'KdbID': 1010, 'Tittel': 'Ulla-Førre - Nytt manøvreringsreglement for Suldalslågen'}, {'KdbID': 4227, 'Tittel': 'Ulla-Førre. Manøvreringsreglement for Suldalslågen'}]",Idrift,,,Suldalsvassdraget,12,166,False,,3,NVE - område: 3
1654,Kvina,Kraftverk,K,MK HELGELAND AS,988038628,Nordland,18,Lurøy,34,2006,2006,0.32,0.648,195.6,0.21,0.423,4,157.70,True,2006-10-16T00:00:00,"[{'KdbID': 7033, 'Tittel': 'Kvina kraftverk'}]",Idrift,,,KYSTFELT,,999,False,,10,NVE - område: 10
223,Kvinen,Kraftverk,K,SIRA KVINA KRAFTSELSKAP,954090493,Agder,42,Sirdal,28,1981,1981,80.0,235.836,120.0,76.88,0.289,2,026.H3B,True,1981-11-01T00:00:00,"[{'KdbID': 92, 'Tittel': 'Sira-Kvina - Erverv og reg. av Øvre Kvina, Kvinen kraftverk'}, {'KdbID': 918, 'Tittel': 'Reguleringer og overføringer i Sira-Kvinavassdragene'}, {'KdbID': 2056, 'Tittel': 'Erv. av 3,3 av statens prosentand. i Sira-Kvina krv.'}, {'KdbID': 9006, 'Tittel': 'Midlertidig fravik fra manøvreringsreglementet - Ognhellervatn 03.09.23-25.09.23'}]",Idrift,,,Sira,24,132,False,,4,NVE - område: 4
1182,Kvinesdal,Kraftverk,K,Å ENERGI VANNKRAFT AS,882973972,Agder,42,Kvinesdal,27,1918,2006,1.3,6.328,278.0,0.6,0.602,2,025.B2Z,True,2006-11-07T00:00:00,"[{'KdbID': 3870, 'Tittel': 'Nytt Kvinesdal kraftverk'}]",Idrift,,,Kvina,21,127,False,,4,NVE - område: 4
1228,Kvitefella,Kraftverk,K,KVITEFELLA KRAFT AS,986616535,Vestland,46,Gloppen,50,2005,2005,1.3,5.744,203.0,0.8,0.451,3,087.11Z,True,2005-02-09T00:00:00,"[{'KdbID': 2950, 'Tittel': 'Kvitefella kraftverk'}]",Idrift,,,Kvitefella,01,372,False,,13,NVE - område: 13
1591,Kvitelva,Kraftverk,K,PELTON AS,918609881,Vestland,46,Kvam,22,2011,2011,0.45,1.427,212.0,0.25,0.5,2,053.42,True,2011-05-26T00:00:00,"[{'KdbID': 4627, 'Tittel': 'Kvitelva minikraftverk'}]",Idrift,,,KYSTFELT,,999,False,,5,NVE - område: 5
224,Kvitfossen,Kraftverk,K,LOFOTKRAFT PRODUKSJON AS,987081414,Nordland,18,Vågan,65,1956,1956,1.8,5.241,240.0,1.0,0.5,4,179.33A,True,1956-01-01T00:00:00,"[{'KdbID': 856, 'Tittel': 'Reg. av Kvitfosselv samt overf. fra Myrbekkelv til Nedre Kvitfossv.'}, {'KdbID': 1244, 'Tittel': 'Reg. Øvre og Nedre Kvitfossvatn.'}]",Idrift,,,Kvitforselva,31,751,False,,11,NVE - område: 11
860,Kvitingen,Kraftverk,K,TELEMARK ENERGI PRODUKSJON AS,963022158,Telemark ,40,Midt-Telemark,20,1926,1926,0.3,1.515,,,,2,016.CA10,True,1926-01-01T00:00:00,[],Idrift,,,Skiensvassdraget,,078,False,,3,NVE - område: 3
1786,Kvitno,Kraftverk,K,KVITNO KRAFT AS,995703963,Vestland,46,Ullensvang,18,2015,2015,9.0,31.362,390.5,2.7,0.926,2,048.3Z,True,2015-06-23T00:00:00,"[{'KdbID': 4834, 'Tittel': 'Kvitno kraftverk'}]",Idrift,,,Byteselvi,01,210,False,,3,NVE - område: 3
225,Kvittingen,Kraftverk,K,EVINY FORNYBAR AS,876944642,Vestland,46,Samnanger,23,1984,1984,48.0,155.313,251.0,20.67,0.626,5,055.D2A,True,1984-11-01T00:00:00,"[{'KdbID': 677, 'Tittel': 'Reg. og utb. av Kvittingen kraftverk, Samnangervassdr.'}, {'KdbID': 1206, 'Tittel': 'Ny konsesjon for Samnangervassdraget'}, {'KdbID': 7764, 'Tittel': 'Samnangervassdraget - Fastsettelse av minstevannføring'}, {'KdbID': 9519, 'Tittel': 'Søknad - Midlertidig fravik fra manøvreringsreglementet - Kvittingen\xa0kraftverk\xa0-\xa0EVINY FORNYBAR AS - Tapping under LRV ;  - 16.06.2025 til 30.09.2026- Referansenr:OXHWGR'}]",Idrift,,,Samnangervassdraget,13,246,False,,6,NVE - område: 6
1782,Kvitvella,Kraftverk,K,KVITVELLA ELECTRISITETSVERK AS,997434072,Innlandet,34,Nord-Aurdal,51,2014,2014,1.55,4.46,15.56,11.55,0.037,1,012.LA2,True,2014-04-29T00:00:00,"[{'KdbID': 5324, 'Tittel': 'Kvitvella Electrisitetsverk i Kvitvella-fossen'}]",Idrift,,,Drammensvassdraget,,043,False,,1,NVE - område: 1
1960,Kvitåi,Kraftverk,K,SMÅKRAFT AS,984616155,Telemark ,40,Tinn,26,2019,2019,2.58,6.244,267.5,1.23,0.583,2,016.H2B,True,2019-04-10T00:00:00,"[{'KdbID': 6141, 'Tittel': 'Kvitåi kraftverk'}]",Idrift,,,Skiensvassdraget,,078,False,,3,NVE - område: 3
1239,Kviven,Kraftverk,K,KVIVEN KRAFT AS,987200715,Møre og Romsdal,15,Volda,77,2006,2006,1.55,5.495,223.0,0.9,0.478,3,094.4D,True,2006-02-01T00:00:00,"[{'KdbID': 4805, 'Tittel': 'Kviven kraftverk'}]",Idrift,,,Austefjordvassdraget,11,394,False,,8,NVE - område: 8
226,Kvænangsbotn,Kraftverk,K,YMBER PRODUKSJON AS,913680294,Troms,55,Kvænangen,46,1965,1965,55.0,197.691,308.0,20.0,0.764,4,209.4Z,True,1965-10-28T00:00:00,"[{'KdbID': 414, 'Tittel': 'Erverv av bruksrett og overf., utbygging av Småvatna kraftverk'}, {'KdbID': 829, 'Tittel': 'Erverv og regulering av Abujåkka m.v. i Troms fylke'}, {'KdbID': 4387, 'Tittel': 'Fornyet tillatelse til overføring av Boulanjokka til Lassajavrri'}, {'KdbID': 7546, 'Tittel': 'Revisjon av konsesjonsvilkår - Kvænangen'}]",Idrift,,,Abojohka,01,834,False,,12,NVE - område: 12
2090,Kvævebekken,Kraftverk,K,KVÆVEBEKKEN 2 AS,926185896,Agder,42,Sirdal,28,2022,2022,1.8,5.4,200.7,1.1,0.455,2,026.J3,True,2022-12-21T00:00:00,"[{'KdbID': 5441, 'Tittel': 'Kvævebekken kraftverk'}]",Idrift,,,Sira,,132,False,,4,NVE - område: 4
1465,Kvåle,Kraftverk,K,LUSTER SMÅKRAFT AS,988913480,Vestland,46,Luster,44,2009,2009,4.6,18.337,112.0,5.0,0.256,5,075.5A0,True,2009-05-06T00:00:00,"[{'KdbID': 4093, 'Tittel': 'Kvåle kraftverk'}]",Idrift,,,Dalsdalselvi,01,309,False,,7,NVE - område: 7
862,Kvåmm,Kraftverk,K,,,Telemark ,40,Vinje,36,2003,2003,0.017,0.052,,,,2,016.BG12,True,2003-01-01T00:00:00,"[{'KdbID': 2859, 'Tittel': 'Mikrokraftverk i Kvåmsbekken'}]",Idrift,,,Skiensvassdraget,,078,False,,3,NVE - område: 3
1550,Kylland,Kraftverk,K,KYLLAND KRAFT AS,991336699,Agder,42,Åseral,24,2010,2010,1.3,3.524,93.4,1.7,0.212,2,022.D7,True,2010-08-24T00:00:00,"[{'KdbID': 4842, 'Tittel': 'Kylland småkraftverk'}]",Idrift,,,Mandalselva,20,119,False,,4,NVE - område: 4
1631,Kyrkjevollgrova,Kraftverk,K,KYRKJEVOLLGROVA SMÅSTØYT DA,993605204,Møre og Romsdal,15,Ørsta,20,2010,2010,0.3,0.841,230.0,0.24,0.347,3,095.BA,True,2010-02-15T00:00:00,"[{'KdbID': 5116, 'Tittel': 'Kyrkjevollgrova minikraftverk'}]",Idrift,,,Ørstavassdraget,,395,False,,8,NVE - område: 8
1495,Kysinga,Kraftverk,K,SVORKA ENERGI AS,919763159,Trøndelag,50,Rindal,61,2010,2010,1.25,4.022,135.0,1.5,0.231,3,112.CA4A,True,2010-04-30T00:00:00,"[{'KdbID': 4637, 'Tittel': 'Kysinga kraftverk'}]",Idrift,,,Surna,30,457,False,,8,NVE - område: 8
229,Kåven,Kraftverk,K,ALTA KRAFTLAG SA,971029390,Finnmark,56,Alta,01,1952,1952,4.5,18.577,115.0,4.48,0.236,4,211.7A,True,1952-01-01T00:00:00,"[{'KdbID': 2708, 'Tittel': 'Ny regulerings- og bruksrettskonsesjon Kåven krafverk'}, {'KdbID': 2709, 'Tittel': 'Forlenging av konsesjon for Kåven'}]",Idrift,,,Kovelva,01,846,False,,12,NVE - område: 12
1608,Laksen,Kraftverk,K,HELGELAND KRAFT VANNKRAFT AS,917424896,Nordland,18,Vefsn,24,2012,2012,4.949,23.927,78.7,7.0,0.196,4,149.5C,True,2012-01-09T00:00:00,"[{'KdbID': 2712, 'Tittel': 'Laksen kraftverk'}]",Idrift,,,Grytåa,04,628,False,,10,NVE - område: 10
